"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/31/2020","8/31/2020","9/2/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$494.89","($989.77)"
"8/31/2020","8/31/2020","9/2/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$488.00","($488.00)"
"8/31/2020","8/31/2020","8/31/2020","TSLA","Tesla
CUSIP: 88160R101","SPL","8","",""
"8/28/2020","8/28/2020","9/1/2020","ARKG","ARK Genomic Revolution ETF
CUSIP: 00214Q302","Buy","2","$60.58","($121.17)"
"8/28/2020","8/28/2020","9/1/2020","CODX","Co-Diagnostics
CUSIP: 189763105","Sell","32","$11.44","$366.08"
"8/28/2020","8/28/2020","9/1/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","1","$11.03","($11.03)"
"8/27/2020","8/27/2020","8/31/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$59.30","($59.30)"
"8/27/2020","8/27/2020","8/31/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$17.00","($17.00)"
"8/27/2020","8/27/2020","8/31/2020","XPEV","XPeng
CUSIP: 98422D105","Sell","100","$24.34","$2,433.93"
"8/27/2020","8/27/2020","8/31/2020","XPEV","XPeng
CUSIP: 98422D105","Sell","20","$24.34","$486.80"
"8/27/2020","8/27/2020","8/31/2020","XPEV","XPeng
CUSIP: 98422D105","Buy","100","$23.73","($2,373.00)"
"8/27/2020","8/27/2020","8/31/2020","XPEV","XPeng
CUSIP: 98422D105","Buy","20","$23.44","($468.80)"
"8/24/2020","8/24/2020","8/26/2020","IBIO","iBio
CUSIP: 451033203","Buy","20","$2.58","($51.60)"
"8/24/2020","8/24/2020","8/26/2020","NVAX","Novavax
CUSIP: 670002401","Buy","1","$122.75","($122.75)"
"8/21/2020","8/21/2020","8/25/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$59.86","($59.86)"
"8/21/2020","8/21/2020","8/21/2020","","ACH Deposit","ACH","","","$12,000.00"
"8/21/2020","8/21/2020","8/25/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$16.87","($16.87)"
"8/20/2020","8/20/2020","8/24/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$60.79","($60.79)"
"8/20/2020","8/20/2020","8/24/2020","NVDA","NVIDIA
CUSIP: 67066G104","Buy","1","$486.37","($486.37)"
"8/20/2020","8/20/2020","8/24/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$16.99","($16.99)"
"8/20/2020","8/20/2020","8/24/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$17.11","($17.11)"
"8/19/2020","8/19/2020","8/21/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$61.83","($61.83)"
"8/19/2020","8/19/2020","8/21/2020","LVGO","Livongo
CUSIP: 539183103","Buy","1","$134.85","($134.85)"
"8/19/2020","8/19/2020","8/21/2020","CODX","Co-Diagnostics
CUSIP: 189763105","Buy","1","$15.20","($15.20)"
"8/18/2020","8/18/2020","8/20/2020","CODX","Co-Diagnostics
CUSIP: 189763105","Buy","1","$15.28","($15.28)"
"8/18/2020","8/18/2020","8/20/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$17.66","($17.66)"
"8/18/2020","8/18/2020","8/20/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$17.74","($17.74)"
"8/18/2020","8/18/2020","8/20/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","10","$19.36","($193.65)"
"8/18/2020","8/18/2020","8/20/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","2","$19.40","($38.79)"
"8/18/2020","8/18/2020","8/20/2020","NIO","NIO
CUSIP: 62914V106","Sell","50","$14.21","$710.63"
"8/17/2020","8/17/2020","8/19/2020","CODX","Co-Diagnostics
CUSIP: 189763105","Buy","20","$15.58","($311.60)"
"8/17/2020","8/17/2020","8/19/2020","CODX","Co-Diagnostics
CUSIP: 189763105","Buy","5","$15.57","($77.85)"
"8/17/2020","8/17/2020","8/19/2020","CODX","Co-Diagnostics
CUSIP: 189763105","Buy","5","$15.57","($77.85)"
"8/17/2020","8/17/2020","8/19/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$17.69","($17.69)"
"8/14/2020","8/14/2020","8/18/2020","NVAX","Novavax
CUSIP: 670002401","Buy","5","$143.73","($718.65)"
"8/13/2020","8/13/2020","8/17/2020","UBER","Uber
CUSIP: 90353T100","Sell","10","$30.81","$308.10"
"8/11/2020","8/11/2020","8/13/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","2","$18.52","($37.04)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","20","$13.56","($271.15)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","6","$13.56","($81.35)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","5","$13.55","($67.75)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","5","$13.55","($67.74)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","2","$13.59","($27.18)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","5","$13.60","($68.00)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","1","$13.68","($13.68)"
"8/11/2020","8/11/2020","8/13/2020","NIO","NIO
CUSIP: 62914V106","Buy","2","$13.63","($27.26)"
"8/11/2020","8/11/2020","8/13/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","2","$20.68","($41.35)"
"8/10/2020","8/10/2020","8/12/2020","FVAC","Fortress Value
CUSIP: 34962V106","Buy","1","$12.26","($12.27)"
"8/10/2020","8/10/2020","8/12/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","10","$15.24","($152.40)"
"8/10/2020","8/10/2020","8/12/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$1,417.30","($1,417.30)"
"8/7/2020","8/7/2020","8/11/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","1","$16.68","($16.68)"
"8/7/2020","8/7/2020","8/11/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","1","$16.72","($16.72)"
"8/6/2020","8/6/2020","8/10/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","40","$21.49","($859.60)"
"8/6/2020","8/6/2020","8/10/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","7","$21.42","($149.94)"
"8/6/2020","8/6/2020","8/10/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","50","$21.37","($1,068.50)"
"8/6/2020","8/6/2020","8/10/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","2","$19.00","($38.00)"
"8/6/2020","8/6/2020","8/10/2020","RKT","Rocket Companies
CUSIP: 77311W101","Buy","1","$18.49","($18.49)"
"8/5/2020","8/5/2020","8/7/2020","SQM","Sociedad Quimica y Minera
CUSIP: 833635105","Buy","2","$31.16","($62.33)"
"8/5/2020","8/5/2020","8/7/2020","ALB","Albemarle
CUSIP: 012653101","Buy","1","$88.41","($88.41)"
"8/5/2020","8/5/2020","8/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","2","$13.79","($27.58)"
"8/5/2020","8/5/2020","8/7/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","1","$16.92","($16.93)"
"8/5/2020","8/5/2020","8/7/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$1,479.00","($1,479.00)"
"8/4/2020","8/4/2020","8/6/2020","NIO","NIO
CUSIP: 62914V106","Buy","1","$13.78","($13.78)"
"8/4/2020","8/4/2020","8/6/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","1","$17.67","($17.67)"
"8/4/2020","8/4/2020","8/6/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$60.47","($60.47)"
"8/4/2020","8/4/2020","8/6/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","1","$17.81","($17.81)"
"8/4/2020","8/4/2020","8/6/2020","NIO","NIO
CUSIP: 62914V106","Buy","1","$13.88","($13.89)"
"8/4/2020","8/4/2020","8/6/2020","SQM","Sociedad Quimica y Minera
CUSIP: 833635105","Buy","1","$30.58","($30.58)"
"8/4/2020","8/4/2020","8/6/2020","ALB","Albemarle
CUSIP: 012653101","Buy","1","$85.18","($85.18)"
"7/30/2020","7/30/2020","8/3/2020","ARKQ","ARK Autonomous Technology & Robotics
CUSIP: 00214Q203","Buy","5","$53.00","($265.00)"
"7/29/2020","7/29/2020","7/31/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","5","$68.66","($343.30)"
"7/29/2020","7/29/2020","7/31/2020","TLRDQ","Tailored Brands
CUSIP: 87403A107","Sell","320","$0.40","$128.12"
"7/20/2020","7/20/2020","7/20/2020","","ACH Deposit","ACH","","","$12,250.00"
"7/13/2020","7/13/2020","7/15/2020","UBER","Uber
CUSIP: 90353T100","Buy","10","$32.80","($328.00)"
"6/29/2020","6/29/2020","7/1/2020","UBER","Uber
CUSIP: 90353T100","Sell","3","$29.48","$88.45"
"6/29/2020","6/29/2020","7/1/2020","UBER","Uber
CUSIP: 90353T100","Buy","3","$29.07","($87.20)"
"6/17/2020","6/17/2020","6/19/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Sell","6","$63.50","$381.00"
"6/16/2020","6/16/2020","6/18/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Buy","6","$62.80","($376.80)"
"6/16/2020","6/16/2020","6/18/2020","TLRDQ","Tailored Brands
CUSIP: 87403A107","Buy","20","$1.08","($21.50)"
"6/12/2020","6/12/2020","6/16/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Sell","6","$65.61","$393.66"
"6/12/2020","6/12/2020","6/16/2020","SQ","Block
CUSIP: 852234103","Sell","1","$88.41","$88.41"
"6/11/2020","6/11/2020","6/15/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Buy","3","$62.00","($186.00)"
"6/11/2020","6/11/2020","6/15/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Buy","3","$62.90","($188.70)"
"6/11/2020","6/11/2020","6/15/2020","SQ","Block
CUSIP: 852234103","Buy","1","$86.00","($86.00)"
"6/10/2020","6/10/2020","6/12/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Sell","3","$67.50","$202.50"
"6/10/2020","6/10/2020","6/12/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Sell","3","$67.00","$201.00"
"6/4/2020","6/4/2020","6/8/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Buy","3","$64.00","($192.00)"
"5/22/2020","5/22/2020","5/27/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Buy","3","$75.95","($227.85)"
"5/8/2020","5/8/2020","5/12/2020","TLRDQ","Tailored Brands
CUSIP: 87403A107","Buy","100","$1.00","($100.00)"
"5/8/2020","5/8/2020","5/12/2020","TLRDQ","Tailored Brands
CUSIP: 87403A107","Buy","100","$1.11","($111.00)"
"4/23/2020","4/23/2020","4/27/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","Sell","6","$68.03","$408.18"
"4/23/2020","4/23/2020","4/23/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","SPR","30S","",""
"4/23/2020","4/23/2020","4/23/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460G781","SPR","6","",""
"3/18/2020","3/18/2020","3/20/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$12.00","($240.00)"
"3/17/2020","3/17/2020","3/19/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","20","$13.70","$274.00"
"3/17/2020","3/17/2020","3/19/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$12.00","($120.00)"
"3/17/2020","3/17/2020","3/19/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$13.00","($260.00)"
"3/17/2020","3/17/2020","3/19/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","50","$14.47","$723.57"
"3/13/2020","3/13/2020","3/17/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$11.00","($220.00)"
"3/12/2020","3/12/2020","3/16/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$12.50","($250.00)"
"3/11/2020","3/11/2020","3/13/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$23.70","($237.00)"
"3/11/2020","3/11/2020","3/13/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","4","$24.85","$99.40"
"3/11/2020","3/11/2020","3/13/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","6","$24.85","$149.10"
"3/10/2020","3/10/2020","3/12/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$24.80","($248.00)"
"3/3/2020","3/3/2020","3/5/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","25","$30.77","$769.11"
"2/28/2020","2/28/2020","3/3/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","15","$24.00","($360.00)"
"2/28/2020","2/28/2020","3/3/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$24.00","($240.00)"
"2/24/2020","2/24/2020","2/26/2020","TLRDQ","Tailored Brands
CUSIP: 87403A107","Buy","100","$3.77","($377.00)"
"2/19/2020","2/19/2020","2/21/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","15","$35.00","$524.98"
"1/27/2020","1/27/2020","1/29/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$33.20","($332.00)"
"1/7/2020","1/7/2020","1/9/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","20","$34.40","$687.98"
"1/7/2020","1/7/2020","1/9/2020","CPRX","Catalyst Pharmaceuticals
CUSIP: 14888U101","Sell","1","$4.50","$4.50"
"1/6/2020","1/6/2020","1/8/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","5","$35.51","($177.54)"
"1/6/2020","1/6/2020","1/8/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$36.30","($726.00)"
"1/3/2020","1/3/2020","1/7/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","25","$36.41","$910.26"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","3","$34.40","($103.20)"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","2","$34.80","($69.60)"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$35.15","($703.00)"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","10","$36.00","$360.00"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","5","$35.45","($177.25)"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","4","$35.65","($142.60)"
"1/2/2020","1/2/2020","1/6/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","1","$35.65","($35.65)"
"12/31/2019","12/31/2019","1/3/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","20","$35.60","$711.98"
"12/31/2019","12/31/2019","1/3/2020","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$35.30","($706.00)"
"12/31/2019","12/31/2019","1/3/2020","GOOS","Canada Goose
CUSIP: 135086106","Sell","26","$35.11","$912.87"
"12/31/2019","12/31/2019","12/31/2019","NUGT","Cash Div: R/D 2019-12-24 P/D 2019-12-31 - 1 shares at 0.14187","CDIV","","","$0.14"
"12/24/2019","12/24/2019","12/27/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","1","$30.32","$30.32"
"12/18/2019","12/18/2019","12/20/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","1","$28.10","($28.10)"
"12/18/2019","12/18/2019","12/20/2019","GOOS","Canada Goose
CUSIP: 135086106","Buy","5","$37.90","($189.50)"
"12/18/2019","12/18/2019","12/20/2019","GOOS","Canada Goose
CUSIP: 135086106","Sell","5","$38.01","$190.05"
"12/18/2019","12/18/2019","12/20/2019","GOOS","Canada Goose
CUSIP: 135086106","Buy","5","$38.39","($191.95)"
"12/18/2019","12/18/2019","12/20/2019","GOOS","Canada Goose
CUSIP: 135086106","Sell","5","$38.45","$192.25"
"12/18/2019","12/18/2019","12/20/2019","GOOS","Canada Goose
CUSIP: 135086106","Buy","1","$38.38","($38.38)"
"12/18/2019","12/18/2019","12/20/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","2","$28.13","$56.26"
"12/18/2019","12/18/2019","12/20/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","2","$28.09","($56.18)"
"12/18/2019","12/18/2019","12/20/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","2","$28.35","$56.70"
"12/17/2019","12/17/2019","12/19/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","2","$28.30","($56.60)"
"12/13/2019","12/13/2019","12/17/2019","GOOS","Canada Goose
CUSIP: 135086106","Buy","20","$38.89","($777.80)"
"12/13/2019","12/13/2019","12/17/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","20","$29.40","$587.98"
"12/13/2019","12/13/2019","12/17/2019","GOOS","Canada Goose
CUSIP: 135086106","Buy","5","$39.50","($197.50)"
"12/12/2019","12/12/2019","12/16/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","20","$28.50","($570.00)"
"12/12/2019","12/12/2019","12/16/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Sell","20","$30.18","$603.58"
"12/11/2019","12/11/2019","12/13/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$28.45","($284.50)"
"12/11/2019","12/11/2019","12/13/2019","NUGT","Direxion Daily Gold Miners Index Bull 2X Shares
CUSIP: 25460E844","Buy","10","$28.58","($285.80)"
"12/10/2019","12/10/2019","12/12/2019","GOOS","Canada Goose
CUSIP: 135086106","Sell","10","$39.42","$394.20"
"12/5/2019","12/5/2019","12/9/2019","GOOS","Canada Goose
CUSIP: 135086106","Buy","10","$39.50","($395.00)"
"11/29/2019","11/29/2019","11/29/2019","","ACH Deposit","ACH","","","$1,000.00"
"11/29/2019","11/29/2019","11/29/2019","CPRX","Catalyst Pharmaceuticals
CUSIP: 14888U101","REC","1","",""
"6/17/2019","6/17/2019","6/17/2019","","ACH Withdrawal","ACH","","","($136.29)"
"5/10/2019","5/10/2019","5/14/2019","BYND","Beyond Meat
CUSIP: 08862E109","Sell","2","$63.38","$126.75"
"5/6/2019","5/6/2019","5/8/2019","BYND","Beyond Meat
CUSIP: 08862E109","Buy","2","$62.73","($125.46)"
"5/6/2019","5/6/2019","5/6/2019","","ACH Deposit","ACH","","","$135.00"
"11/20/2018","11/20/2018","11/20/2018","","ACH Withdrawal","ACH","","","($134.67)"
"11/12/2018","11/12/2018","11/12/2018","","Apex to RHS Conversion","CONV","","","$134.67"
